Title,URL,Date,Content
Vietnam reports first H5N8 avian flu outbreak in poultry,https://www.reuters.com/world/asia-pacific/vietnam-reports-first-h5n8-avian-flu-outbreak-poultry-2021-07-02/&sa=U&ved=2ahUKEwigs8q_q_DxAhW3FTQIHRF2D_EQxfQBMAF6BAgJEAE&usg=AOvVaw0L_rRy_UNwtHcAPb5Eij2a,2021-07-05,"Vietnam reports first H5N8 avian flu outbreak in poultry ... HANOI, July 2 (Reuters) - Vietnam on Friday confirmed its first outbreak of H5N8..."
"An ideal public health model? Vietnam’s state-led, preventative, low-cost response to COVID-19",https://www.brookings.edu/blog/order-from-chaos/2021/06/29/an-ideal-public-health-model-vietnams-state-led-preventative-low-cost-response-to-covid-19/&sa=U&ved=2ahUKEwigs8q_q_DxAhW3FTQIHRF2D_EQxfQBMAJ6BAgHEAE&usg=AOvVaw3JAa1dEk5bz04WV6rsQCuW,2021-06-28,"While Vietnam is experiencing its largest surge of cases yet, ... and avian flu, in addition to an extensive network of centers for disease..."
"News Scan for Jul 06, 2021",https://www.cidrap.umn.edu/news-perspective/2021/07/news-scan-jul-06-2021&sa=U&ved=2ahUKEwigs8q_q_DxAhW3FTQIHRF2D_EQxfQBMAN6BAgIEAE&usg=AOvVaw3MZyL-LkDUNx8AqUzelaG1,2021-07-05,"Vietnam recently reported its first highly pathogenic H5N8 avian flu ... In February, Russia reported the first human cases involving H5N8,..."
Ghana culls thousands of chickens amid avian flu outbreak,https://arynews.tv/ghana-culls-chickens-avian-flu/&sa=U&ved=2ahUKEwigs8q_q_DxAhW3FTQIHRF2D_EQxfQBMAR6BAgGEAE&usg=AOvVaw05G9cCmWILxCGEGZqI3kQ6,2021-07-17,"Avian influenza virus occurs mainly in birds, is highly contagious among birds, and can be deadly, especially in domestic poultry. Since..."
'Sugar Mountain' novel written in 2013 prescient to COVID-19 ...,https://www.recorder.com/LT-Sugar-Mountain-novel-40465695&sa=U&ved=2ahUKEwigs8q_q_DxAhW3FTQIHRF2D_EQxfQBMAV6BAgCEAE&usg=AOvVaw0sMIKDZK9fI5FnqIMZrDz0,2021-07-17,"... of Western Massachusetts in the wake of a lethal avian flu outbreak. ... He spoke with a college classmate who served in Vietnam who,..."
Vietnam records new wave of avian flu outbreaks in poultry,https://www.wattagnet.com/articles/42694-vietnam-records-new-wave-of-avian-flu-outbreaks-in-poultry&sa=U&ved=2ahUKEwigs8q_q_DxAhW3FTQIHRF2D_EQxfQBMAZ6BAgAEAE&usg=AOvVaw3VvNsTGPbTrhwnzHHx1Zwq,2021-05-24,Vietnam's veterinary authority has retrospectively registered 40 outbreaks of highly pathogenic avian influenza (HPAI) in poultry flocks that...
China's Sichuan reports human case of H5N6 bird flu - state media,https://www.yahoo.com/news/chinas-sichuan-reports-human-case-013921527.html&sa=U&ved=2ahUKEwigs8q_q_DxAhW3FTQIHRF2D_EQxfQBMAd6BAgEEAE&usg=AOvVaw0bqbvHR1MUZyO_j3vMxQQ4,2021-07-15,"Vietnam has managed to keep coronavirus cases relatively low due to targeted mass testing and strict contact tracing, border controls and..."
Vietnam culls 100000 poultry as avian influenza outbreaks spread,https://www.thepoultrysite.com/news/2021/02/vietnam-culls-100-000-poultry-as-avian-influenza-outbreaks-spread&sa=U&ved=2ahUKEwigs8q_q_DxAhW3FTQIHRF2D_EQxfQBMAh6BAgFEAE&usg=AOvVaw2mf1hyGkGbK-2JTuqvb_lZ,2021-03-01,"Vietnam culls 100,000 poultry as avian influenza outbreaks spread ... Vietnam has culled more than 100,000 poultry in 2021 to contain the spread..."
"Vietnam culls 100,000 poultry as bird flu outbreaks spread",https://www.thehindu.com/news/international/vietnam-culls-100000-poultry-as-bird-flu-outbreaks-spread/article33780121.ece&sa=U&ved=2ahUKEwigs8q_q_DxAhW3FTQIHRF2D_EQxfQBMAl6BAgDEAE&usg=AOvVaw25adeXR6zZ2mg7jhejENYW,2021-03-01,"The country has reported outbreaks of the highly pathogenic H5N1 and H5N6 bird flu strains in 14 provinces, the government said in a statement..."
Hong Kong suspends poultry imports from regions of Germany ...,https://www.thepoultrysite.com/news/2021/06/hong-kong-suspends-poultry-imports-from-regions-of-germany-lithuania-vietnam-and-south-africa-on-bird-flu-fears&sa=U&ved=2ahUKEwiG6dq_q_DxAhXSPH0KHcAGAno4ChDF9AEwAHoECAUQAQ&usg=AOvVaw1cwBprr9PPTG2ZWnce9ZTG,2021-06-21,"... of Germany, Lithuania, Vietnam and South Africa on bird flu fears ... H5N1 avian influenza in Ninh Thuan Province in Vietnam, the CFS..."
"Reeling from coronavirus, Asia's poultry farmers battle bird flu outbreak",https://www.reuters.com/article/us-health-birdflu-asia-idUSKBN29J00D&sa=U&ved=2ahUKEwiG6dq_q_DxAhXSPH0KHcAGAno4ChDF9AEwAXoECAgQAQ&usg=AOvVaw22-PfWF7Pb2Z4sHH_hJNb3,2021-02-01,"(This Jan. 13 story corrects title of Filip Claes in para 14 to include region). FILE PHOTO: Chickens are seen at a farm in Hanoi, Vietnam..."
Asean News Headlines as at 9pm on Sunday (July 4),https://www.thestar.com.my/aseanplus/aseanplus-news/2021/07/05/asean-news-headlines-as-at-9pm-on-sunday-july-4&sa=U&ved=2ahUKEwiG6dq_q_DxAhXSPH0KHcAGAno4ChDF9AEwAnoECAkQAQ&usg=AOvVaw3nKenJgi2IqmKy_yw7EdpC,2021-07-05,"Vietnam reports first H5N8 avian flu outbreak in poultry. Govt issues US$1bil aid for workers. Myanmar: Myanmar reports daily record of 2,..."
"News Scan for Jan 07, 2021 | CIDRAP",https://www.cidrap.umn.edu/news-perspective/2021/01/news-scan-jan-07-2021&sa=U&ved=2ahUKEwiG6dq_q_DxAhXSPH0KHcAGAno4ChDF9AEwA3oECAcQAQ&usg=AOvVaw3Z7HxRzBFlfmj8-ryHmnAE,2021-02-01,"In the latest avian flu outbreak developments, Senegal reported its first appearance of highly pathogenic H5N1 in poultry, India is probing..."
"Bird Flu Outbreak: How Safe Is It To Eat Poultry Meat, Eggs?",https://thewire.in/health/bird-flu-outbreak-how-safe-is-it-to-eat-poultry-meat-eggs&sa=U&ved=2ahUKEwiG6dq_q_DxAhXSPH0KHcAGAno4ChDF9AEwBHoECAYQAQ&usg=AOvVaw0Vu7I-LPdq_RB_2EaZSyai,2021-02-01,Avian influenza continues to take a heavy toll on India's poultry ... cases of H5N1 infection after drinking raw duck blood in Vietnam.).
How to reduce avian flu spread at Asian poultry markets,https://www.wattagnet.com/articles/42864-two-simple-ways-to-reduce-avian-flu-spread-at-asian-poultry-markets&sa=U&ved=2ahUKEwiG6dq_q_DxAhXSPH0KHcAGAno4ChDF9AEwBXoECAIQAQ&usg=AOvVaw0hfD1y7BM8wfLLudIlKoSb,2021-05-24,"As recently as one month ago, authorities in Vietnam registered a further 40 outbreaks of highly pathogenic avian influenza (HPAI) in..."
Endangered Species Are Paying the Price of COVID-19 Foreign Policy,https://foreignpolicy.com/2021/07/11/endangered-species-are-paying-the-price-of-covid-19/&sa=U&ved=2ahUKEwiG6dq_q_DxAhXSPH0KHcAGAno4ChDF9AEwBnoECAAQAQ&usg=AOvVaw0XieC4We1ILYnOLRvTd5hB,2021-07-12,"Pre-pandemic, a combination of falling prices and rising ... severe acute respiratory syndrome, and bird flu to emerge in the first place."
First known human case of H10N3 influenza in China,https://www.wattagnet.com/articles/42951-first-known-human-case-of-h10n3-influenza-in-china&sa=U&ved=2ahUKEwiG6dq_q_DxAhXSPH0KHcAGAno4ChDF9AEwB3oECAMQAQ&usg=AOvVaw2ML0In-5WshBLgdcfpPtXd,2021-06-21,"These were the first new registered cases of avian flu in Nepal for ... 11 confirmed outbreaks in Vietnam impacting around 16,600 poultry."
H5N1 avian influenza: Laos reports first human case of 2020 ...,http://outbreaknewstoday.com/h5n1-avian-influenza-laos-reports-first-human-case-of-2020/&sa=U&ved=2ahUKEwiG6dq_q_DxAhXSPH0KHcAGAno4ChDF9AEwCHoECAEQAQ&usg=AOvVaw2BWAOZGaij-4-96xUgAiCe,2020-12-07,"A total of 862 cases of H5N1 influenza have been notified in 17 countries worldwide since 2003. Egypt, Indonesia, and Vietnam have been..."
5 states have reported bird flu outbreak: Here’s all you need to know,https://www.hindustantimes.com/india-news/five-states-report-bird-deaths-here-s-all-you-need-to-know-about-bird-flu/story-NqyfeAoNajPeaY58OCFd5L.html&sa=U&ved=2ahUKEwiG6dq_q_DxAhXSPH0KHcAGAno4ChDF9AEwCXoECAQQAQ&usg=AOvVaw1VTr2Qz5z0ftSiedGZBMHD,2021-02-01,"Bird flu is a highly contagious viral disease caused by Influenza type ... countries -- Cambodia, China, Vietnam and Lao PDR -- since 2003."
Vietnam confirms first H5N8 avian flu outbreak,https://www.agri-pulse.com/articles/16129-vietnam-confirms-first-h5n8-avian-flu-outbreak&sa=U&ved=2ahUKEwjN1fK_q_DxAhWXGDQIHRshBbAQxfQBMAB6BAgBEAE&usg=AOvVaw3BeU3X_anVcvM0JrFLfuhM,2021-07-05,Vietnam has confirmed the first outbreak of the H5N8 highly pathogenic avian influenza virus in its northern province of Quang Ninh.
Vietnam reports first H5N8 avian flu outbreak in poultry,https://www.reuters.com/world/asia-pacific/vietnam-reports-first-h5n8-avian-flu-outbreak-poultry-2021-07-02/&sa=U&ved=2ahUKEwjN1fK_q_DxAhWXGDQIHRshBbAQxfQBMAF6BAgJEAE&usg=AOvVaw08KlOJQNf-rTy6SeMkf8tT,2021-07-05,"Vietnam reports first H5N8 avian flu outbreak in poultry ... HANOI, July 2 (Reuters) - Vietnam on Friday confirmed its first outbreak of H5N8..."
"An ideal public health model? Vietnam’s state-led, preventative, low-cost response to COVID-19",https://www.brookings.edu/blog/order-from-chaos/2021/06/29/an-ideal-public-health-model-vietnams-state-led-preventative-low-cost-response-to-covid-19/&sa=U&ved=2ahUKEwjN1fK_q_DxAhWXGDQIHRshBbAQxfQBMAJ6BAgIEAE&usg=AOvVaw0LYzT0uqLiHv69HumDcu-h,2021-06-28,"While Vietnam is experiencing its largest surge of cases yet, ... and avian flu, in addition to an extensive network of centers for disease..."
"News Scan for Jul 06, 2021",https://www.cidrap.umn.edu/news-perspective/2021/07/news-scan-jul-06-2021&sa=U&ved=2ahUKEwjN1fK_q_DxAhWXGDQIHRshBbAQxfQBMAN6BAgHEAE&usg=AOvVaw3px7Q1Mi-SlucjeSL8-ekj,2021-07-05,"Vietnam recently reported its first highly pathogenic H5N8 avian flu ... In February, Russia reported the first human cases involving H5N8,..."
Ghana culls thousands of chickens amid avian flu outbreak,https://arynews.tv/ghana-culls-chickens-avian-flu/&sa=U&ved=2ahUKEwjN1fK_q_DxAhWXGDQIHRshBbAQxfQBMAR6BAgCEAE&usg=AOvVaw0CXVUl622ZryYvWSkw2URD,2021-07-17,"Avian influenza virus occurs mainly in birds, is highly contagious among birds, and can be deadly, especially in domestic poultry. Since..."
'Sugar Mountain' novel written in 2013 prescient to COVID-19 ...,https://www.recorder.com/LT-Sugar-Mountain-novel-40465695&sa=U&ved=2ahUKEwjN1fK_q_DxAhWXGDQIHRshBbAQxfQBMAV6BAgFEAE&usg=AOvVaw0EBTV1N2zqTAMgUDPmoU4E,2021-07-17,"... of Western Massachusetts in the wake of a lethal avian flu outbreak. ... He spoke with a college classmate who served in Vietnam who,..."
Vietnam records new wave of avian flu outbreaks in poultry,https://www.wattagnet.com/articles/42694-vietnam-records-new-wave-of-avian-flu-outbreaks-in-poultry&sa=U&ved=2ahUKEwjN1fK_q_DxAhWXGDQIHRshBbAQxfQBMAZ6BAgDEAE&usg=AOvVaw1K6Lt1lR7Xn8lwHE420HeG,2021-05-24,Vietnam's veterinary authority has retrospectively registered 40 outbreaks of highly pathogenic avian influenza (HPAI) in poultry flocks that...
China's Sichuan reports human case of H5N6 bird flu - state media,https://www.yahoo.com/news/chinas-sichuan-reports-human-case-013921527.html&sa=U&ved=2ahUKEwjN1fK_q_DxAhWXGDQIHRshBbAQxfQBMAd6BAgEEAE&usg=AOvVaw3SnC2kzmUoNe-2iyo1wBx3,2021-07-15,"Vietnam has managed to keep coronavirus cases relatively low due to targeted mass testing and strict contact tracing, border controls and..."
Vietnam culls 100000 poultry as avian influenza outbreaks spread,https://www.thepoultrysite.com/news/2021/02/vietnam-culls-100-000-poultry-as-avian-influenza-outbreaks-spread&sa=U&ved=2ahUKEwjN1fK_q_DxAhWXGDQIHRshBbAQxfQBMAh6BAgGEAE&usg=AOvVaw1cvsKrLuE5w1IrniWYpHP5,2021-03-01,"Vietnam culls 100,000 poultry as avian influenza outbreaks spread ... Vietnam has culled more than 100,000 poultry in 2021 to contain the spread..."
"Vietnam culls 100,000 poultry as bird flu outbreaks spread",https://www.thehindu.com/news/international/vietnam-culls-100000-poultry-as-bird-flu-outbreaks-spread/article33780121.ece&sa=U&ved=2ahUKEwjN1fK_q_DxAhWXGDQIHRshBbAQxfQBMAl6BAgAEAE&usg=AOvVaw0G5ykCk-rNhr0_FQo2v3dz,2021-03-01,"The country has reported outbreaks of the highly pathogenic H5N1 and H5N6 bird flu strains in 14 provinces, the government said in a statement..."
Hong Kong suspends poultry imports from regions of Germany ...,https://www.thepoultrysite.com/news/2021/06/hong-kong-suspends-poultry-imports-from-regions-of-germany-lithuania-vietnam-and-south-africa-on-bird-flu-fears&sa=U&ved=2ahUKEwiTtIPAq_DxAhX6HDQIHeXkAtA4ChDF9AEwAHoECAUQAQ&usg=AOvVaw0eAAZB68xPzdSB0VyMa9Px,2021-06-21,"... of Germany, Lithuania, Vietnam and South Africa on bird flu fears ... H5N1 avian influenza in Ninh Thuan Province in Vietnam, the CFS..."
"Reeling from coronavirus, Asia's poultry farmers battle bird flu outbreak",https://www.reuters.com/article/us-health-birdflu-asia-idUSKBN29J00D&sa=U&ved=2ahUKEwiTtIPAq_DxAhX6HDQIHeXkAtA4ChDF9AEwAXoECAkQAQ&usg=AOvVaw0FhOtLmcImNCaI5W6GUFQK,2021-02-01,"(This Jan. 13 story corrects title of Filip Claes in para 14 to include region). FILE PHOTO: Chickens are seen at a farm in Hanoi, Vietnam..."
Asean News Headlines as at 9pm on Sunday (July 4),https://www.thestar.com.my/aseanplus/aseanplus-news/2021/07/05/asean-news-headlines-as-at-9pm-on-sunday-july-4&sa=U&ved=2ahUKEwiTtIPAq_DxAhX6HDQIHeXkAtA4ChDF9AEwAnoECAcQAQ&usg=AOvVaw0qPSnA3qRUgZ1yqhjlSlOO,2021-07-05,"Vietnam reports first H5N8 avian flu outbreak in poultry. Govt issues US$1bil aid for workers. Myanmar: Myanmar reports daily record of 2,..."
"News Scan for Jan 07, 2021 | CIDRAP",https://www.cidrap.umn.edu/news-perspective/2021/01/news-scan-jan-07-2021&sa=U&ved=2ahUKEwiTtIPAq_DxAhX6HDQIHeXkAtA4ChDF9AEwA3oECAgQAQ&usg=AOvVaw0OwScvdpFPsuLXWF-Txd9v,2021-02-01,"In the latest avian flu outbreak developments, Senegal reported its first appearance of highly pathogenic H5N1 in poultry, India is probing..."
"Bird Flu Outbreak: How Safe Is It To Eat Poultry Meat, Eggs?",https://thewire.in/health/bird-flu-outbreak-how-safe-is-it-to-eat-poultry-meat-eggs&sa=U&ved=2ahUKEwiTtIPAq_DxAhX6HDQIHeXkAtA4ChDF9AEwBHoECAYQAQ&usg=AOvVaw1KIwiC_aYtTawf4vSH9471,2021-02-01,Avian influenza continues to take a heavy toll on India's poultry ... cases of H5N1 infection after drinking raw duck blood in Vietnam.).
How to reduce avian flu spread at Asian poultry markets,https://www.wattagnet.com/articles/42864-two-simple-ways-to-reduce-avian-flu-spread-at-asian-poultry-markets&sa=U&ved=2ahUKEwiTtIPAq_DxAhX6HDQIHeXkAtA4ChDF9AEwBXoECAEQAQ&usg=AOvVaw2KmXi25sH9ucuun_a2oYkN,2021-05-24,"As recently as one month ago, authorities in Vietnam registered a further 40 outbreaks of highly pathogenic avian influenza (HPAI) in..."
Endangered Species Are Paying the Price of COVID-19 Foreign Policy,https://foreignpolicy.com/2021/07/11/endangered-species-are-paying-the-price-of-covid-19/&sa=U&ved=2ahUKEwiTtIPAq_DxAhX6HDQIHeXkAtA4ChDF9AEwBnoECAMQAQ&usg=AOvVaw2a07m4SnNzj_N7akIcV-ht,2021-07-12,"Pre-pandemic, a combination of falling prices and rising ... severe acute respiratory syndrome, and bird flu to emerge in the first place."
First known human case of H10N3 influenza in China,https://www.wattagnet.com/articles/42951-first-known-human-case-of-h10n3-influenza-in-china&sa=U&ved=2ahUKEwiTtIPAq_DxAhX6HDQIHeXkAtA4ChDF9AEwB3oECAIQAQ&usg=AOvVaw2LfDUtUzYQx4epXLow2u1F,2021-06-21,"These were the first new registered cases of avian flu in Nepal for ... 11 confirmed outbreaks in Vietnam impacting around 16,600 poultry."
H5N1 avian influenza: Laos reports first human case of 2020 ...,http://outbreaknewstoday.com/h5n1-avian-influenza-laos-reports-first-human-case-of-2020/&sa=U&ved=2ahUKEwiTtIPAq_DxAhX6HDQIHeXkAtA4ChDF9AEwCHoECAAQAQ&usg=AOvVaw1mRampI9EPWwemkkFzwLnc,2020-12-07,"A total of 862 cases of H5N1 influenza have been notified in 17 countries worldwide since 2003. Egypt, Indonesia, and Vietnam have been..."
5 states have reported bird flu outbreak: Here’s all you need to know,https://www.hindustantimes.com/india-news/five-states-report-bird-deaths-here-s-all-you-need-to-know-about-bird-flu/story-NqyfeAoNajPeaY58OCFd5L.html&sa=U&ved=2ahUKEwiTtIPAq_DxAhX6HDQIHeXkAtA4ChDF9AEwCXoECAQQAQ&usg=AOvVaw3WofB6bE5tcloabUWpTaU9,2021-02-01,"Bird flu is a highly contagious viral disease caused by Influenza type ... countries -- Cambodia, China, Vietnam and Lao PDR -- since 2003."
